pic_ID,symbol_word,utterance_lemmas
Romanticism/n.c.-wyeth/and-when-they-came-to-the-sword-that-the-hand-held-king-arthur-took-it-up.jpg,safety,"['The', 'large', 'white', 'swan', 'are', 'guiding', 'the', 'way', 'to', 'safety']"
Realism/lovis-corinth/portrait-of-the-painter-fritz-rumpf-1901.jpg,security,"['the', 'soothing', 'brushstrokes', 'evoke', 'calmness', 'and', 'security']"
Romanticism/william-holman-hunt/the-festival-of-st-swithin-or-the-dovecote-1875.jpg,safety,"['The', 'dove', 'have', 'such', 'a', 'variety', 'of', 'color', '.', 'I', 'love', 'their', 'dovecote', '--', 'it', 'give', 'a', 'feeling', 'of', 'safety', 'and', 'comfort', '.']"
Realism/octav-bancila/evrei-de-vorb-n-t-rgu-cucu.jpg,security,"['The', 'two', 'elder', 'of', 'town', 'represent', 'order', ',', 'tradition', ',', 'security', '.', 'Family', 'is', 'important', '.', 'The', 'could', 'be', 'considered', 'twin', '.', 'But', 'not', 'quite', '.', 'It', ""'s"", 'dark', '.', 'They', 'are', 'serious', '.']"
Impressionism/santiago-rusinol/landmark-1892.jpg,safety,"['I', 'love', 'the', 'look', 'of', 'the', 'dog', 'relaxing', 'in', 'the', 'safety', 'of', 'the', 'shade', '.', 'It', 'appears', 'ready', 'to', 'run', 'to', 'it', 'master', '.']"
Realism/winslow-homer/rowing-home.jpg,safety,"['The', 'dark', 'shadow', 'in', 'the', 'boat', 'have', 'a', 'long', 'way', 'to', 'go', 'before', 'they', 'reach', 'safety', '.']"
Realism/vincent-van-gogh/weaver-facing-right-1884.jpg,safety,"['This', 'look', 'like', 'a', 'safety', 'hazard', 'waiting', 'to', 'happen', ',', 'osha', 'would', 'throw', 'a', 'fit', 'over', 'this']"
Impressionism/kazimir-malevich/birkenhain-1905.jpg,safety,"['The', 'scene', 'is', 'very', 'peaceful', 'and', 'feel', 'familiar', ',', 'the', 'picket', 'fence', 'immediately', 'brings', 'to', 'mind', 'safety', 'and', 'comfort', '.']"
Baroque/guido-reni/susanna-and-the-elders-1620.jpg,safety,"['The', 'men', 'are', 'gon', 'na', 'tell', 'her', 'to', 'do', 'something', ',', 'she', 'is', 'a', 'prostitute', 'and', 'I', 'fear', 'for', 'her', 'safety', '.']"
Impressionism/camille-pissarro/women-tending-the-laundry-study.jpg,security,"['The', 'peasant', 'woman', 'performs', 'her', 'homely', 'chore', 'of', 'hanging', 'laundry', 'on', 'the', 'line', '.', 'The', 'red', 'wall', 'of', 'the', 'stone', 'cottage', 'is', 'comforting', 'and', 'strong', 'behind', 'her', '.', 'The', 'russet', 'and', 'gold', 'hue', 'of', 'autumn', 'in', 'the', 'garden', 'represent', 'the', 'earth', 'preparing', 'for', 'the', 'slumber', 'of', 'winter', '.', 'There', 'is', 'familiarity', 'and', 'security', 'in', 'the', 'routine', 'of', 'life', 'in', 'a', 'quiet', 'country', 'place', '.']"
Symbolism/nicholas-roerich/kardang-study-1932.jpg,safety,"['The', 'flattened', 'close', 'knit', 'structure', 'give', 'a', 'feeling', 'of', 'safety', 'and', 'security', '.']"
Symbolism/maurice-denis/the-annunciation-under-the-arch-with-lilies.jpg,security,"['The', 'appearance', 'of', 'the', 'angel', 'brings', 'about', 'a', 'feeling', 'of', 'peace', 'and', 'security', 'amidst', 'the', 'threatening', 'red', 'color', '.']"
Romanticism/gustave-dore/don-quixote-6.jpg,safety,"['The', 'men', 'and', 'horse', 'have', 'endured', 'great', 'suffering', 'a', 'they', 'try', 'to', 'reach', 'safety', 'in', 'the', 'town', '.']"
Art_Nouveau_Modern/mikhail-vrubel/portrait-of-a-t-lyubatovich-in-role-of-carmen-1895.jpg,security,"['A', 'beutiful', 'spanish', 'looking', 'woman', 'with', 'a', 'nice', 'backdrop', 'with', 'the', 'great', 'contrasting', 'red', 'rose', 'give', 'me', 'a', 'sense', 'of', 'security', '.']"
Romanticism/gustave-dore/the-deluge.jpg,safety,"['I', 'see', 'lot', 'of', 'despair', 'and', 'pain', 'in', 'the', 'painting', ',', 'like', 'they', 'are', 'panicked', 'and', 'trying', 'desperately', 'to', 'get', 'to', 'safety']"
Baroque/le-nain-brothers/country-interior-with-the-young-player-of-flageolet.jpg,safety,"['This', 'is', 'such', 'a', 'beautiful', ',', 'moody', 'image', 'of', 'a', 'group', 'of', 'people', 'gathered', 'together', ';', 'the', 'color', 'are', 'so', 'warm', 'and', 'calm', '.', 'I', 'feel', 'a', 'sense', 'of', 'safety', 'looking', 'at', 'this', '.']"
Cubism/roger-de-la-fresnaye/landscape-at-ferte-soud-jouarre-1911.jpg,security,"['the', 'color', 'and', 'shape', 'of', 'the', 'mountain', 'help', 'the', 'house', 'blend', 'in', 'with', 'them', ',', 'give', 'a', 'sense', 'of', 'security']"
Romanticism/henryk-siemiradzki/funeral-of-an-old-russian-nobleman.jpg,safety,"['The', 'me', 'nand', 'woman', 'seem', 'to', 'be', 'escaping', 'from', 'a', 'ship', 'for', 'safety', '.']"
Romanticism/gustave-dore/the-inferno-canto-18.jpg,safety,"['The', 'figure', 'are', 'striving', 'to', 'reach', 'safety', 'from', 'a', 'watery', 'grave', '.']"
Romanticism/gustave-dore/the-two-goats.jpg,safety,"['As', 'the', 'goat', 'fight', 'on', 'the', 'slender', 'bridge', 'it', 'cause', 'fear', 'and', 'concern', 'for', 'their', 'safety', '.']"
Baroque/jan-siberechts/crossing-a-creek-1669.jpg,security,"['This', 'view', 'of', 'a', 'British', 'family', 'crossing', 'a', 'creek', 'brings', 'a', 'sense', 'of', 'family', ',', 'home', ',', 'and', 'security', '.']"
Post_Impressionism/janos-tornyai/cortyard-in-sunshine-1928.jpg,safety,"['Child', 'wisely', 'head', 'for', 'safety', 'a', 'severe', 'wind', 'begin', 'to', 'kick', 'up', '.']"
Baroque/guido-reni/saint-francis-deadened-with-an-angel-musician-1607.jpg,safety,"['I', 'assume', 'the', 'subject', 'is', 'asleep', 'and', 'not', 'dead', ',', 'but', 'even', 'if', 'he', 'is', ',', 'the', 'angel', 'give', 'a', 'feeling', 'of', 'safety']"
Romanticism/gustave-dore/geryon-symbol-of-deceit.jpg,safety,"['The', 'dragon', 'threatens', 'the', 'safety', 'of', 'the', 'figure', 'it', 'dwarf', '.']"
Realism/gustave-courbet/the-wave.jpg,safety,"['I', 'am', 'worried', 'about', 'the', 'safety', 'of', 'anyone', 'who', 'might', 'be', 'occupying', 'the', 'boat', 'in', 'this', 'painting', '.']"
Baroque/joseph-wright/richard-cheslyn-1777.jpg,security,"['The', 'man', 'calm', ',', 'collected', 'stare', 'inspire', 'a', 'feeling', 'of', 'confidence', 'and', 'security', '.']"
Naive_Art_Primitivism/walter-battiss/comores.jpg,safety,"['People', 'are', 'awaiting', 'on', 'the', 'shore', 'to', 'pull', 'the', 'boat', 'in', 'to', 'safety']"
Romanticism/gustave-dore/st-peter-delivered-from-prison.jpg,safety,"['The', 'angel', 'with', 'wing', 'is', 'seemingly', 'guiding', 'a', 'man', 'to', 'safety', '.']"
Baroque/guido-reni/suicide-of-lucretia-1642.jpg,safety,"['I', 'fear', 'for', 'the', 'woman', ""'s"", 'safety', 'because', 'she', ""'s"", 'looking', 'up', 'with', 'a', 'scared', 'expression', '.']"
Symbolism/mikalojus-ciurlionis/not/detected/194336.jpg,security,"['The', 'art', 'creates', 'the', 'sense', 'of', 'security']"
Romanticism/gustave-dore/don-quixote-58.jpg,safety,"['The', 'smoke', 'from', 'the', 'firing', 'canon', 'on', 'the', 'boat', 'on', 'the', 'right', 'and', 'the', 'way', 'the', 'boat', 'on', 'the', 'left', 'is', 'listing', 'sideways', 'make', 'me', 'fearful', 'for', 'their', 'safety']"
Baroque/guido-reni/a-farewell-to-dido-aeneas.jpg,safety,"['His', 'partner', 'wish', 'him', 'well', 'and', 'safety', 'while', 'he', 'get', 'ready', 'to', 'go', 'to', 'battle', '.']"
Realism/fyodor-vasilyev/winter.jpg,safety,"['The', 'two', 'figure', 'traveling', 'on', 'this', 'cold', 'winter', 'day', 'cause', 'concern', 'for', 'their', 'safety', '.']"
Baroque/hendrick-cornelisz-vroom/the-return-of-prince-charles-from-spain-5-october-1623-1624.jpg,safety,"['The', 'look', 'dark', 'and', 'the', 'sea', 'look', 'rough', 'for', 'the', 'safety', 'of', 'the', 'ship', '.']"
Romanticism/gustave-dore/thais.jpg,safety,"['The', 'man', 'in', 'the', 'white', 'robe', 'seems', 'to', 'be', 'a', 'hero', 'in', 'a', 'dangerous', 'journey', 'a', 'evidenced', 'by', 'the', 'people', 'below', 'him', 'who', 'seem', 'to', 'be', 'suffering', '.', 'It', 'make', 'me', 'fearful', 'for', 'his', 'safety', '.']"
Realism/gustave-courbet/a-family-of-deer-in-a-landscape-with-a-waterfall.jpg,safety,"['The', 'image', 'cause', 'one', 'to', 'actually', 'hear', 'the', 'gentle', 'stream', '.', 'The', 'presence', 'of', 'the', 'deer', 'add', 'an', 'element', 'of', 'safety', 'and', 'coziness', '.']"
Impressionism/camille-pissarro/the-laundry-woman.jpg,safety,"['The', 'little', 'girl', 'look', 'like', 'she', 'is', 'clutching', 'her', 'doll', 'for', 'safety', 'and', 'cowering', 'in', 'the', 'background', 'a', 'if', 'she', 'is', 'afraid', 'of', 'the', 'woman', '.']"
Romanticism/gustave-dore/orlando-furioso-2.jpg,safety,"['The', 'group', 'look', 'to', 'be', 'scrambling', 'for', 'safety', 'from', 'the', 'terrifying', 'scene', '.']"
Naive_Art_Primitivism/tarsila-do-amaral/brazilian-religion-1927.jpg,safety,"['The', 'simple', 'flower', 'are', 'so', 'bright', 'and', 'cheery', '.', 'Everything', 'seems', 'especially', 'fresh', 'and', 'new', '.', 'The', 'primitive', 'people', 'figure', 'are', 'round', 'and', 'feminine', '.', 'There', 'is', 'a', 'sense', 'of', 'safety', 'and', 'nurturing', 'and', 'love', 'everywhere', ',', 'evidenced', 'by', 'the', 'child', 'in', 'arm', ',', 'the', 'way', 'the', 'arch', 'make', 'a', 'home', 'for', 'the', 'mother', ',', 'the', 'religious', 'building', 'and', 'the', 'flower', 'that', 'resemble', 'heart', '.']"
Romanticism/gustave-dore/the-forest.jpg,safety,"['The', 'man', 'look', 'fearful', 'a', 'he', 'look', 'back', 'toward', 'safety', 'a', 'he', 'prepares', 'to', 'enter', 'a', 'dark', 'and', 'dense', 'forest', '.']"
Post_Impressionism/janos-tornyai/farm-on-the-great-hungarian-plain-1910.jpg,safety,"['The', 'house', 'lit', 'interior', 'is', 'like', 'a', 'beacon', 'of', 'safety', 'in', 'a', 'desolate', 'land', '.']"
Realism/henri-fantin-latour/basket-of-peaches.jpg,security,"['the', 'full', 'bowl', 'of', 'fruit', 'reminds', 'me', 'of', 'a', 'plentiful', 'harvest', 'and', 'security']"
Baroque/paul-bril/jesus-walking-on-the-sea-of-galilee-1590.jpg,safety,"['A', 'man', 'seems', 'to', 'be', 'guiding', 'a', 'boat', 'to', 'safety', 'on', 'the', 'shore', '.']"
Impressionism/childe-hassam/mixed-foursome.jpg,safety,"['The', 'cool', 'tone', 'of', 'blue', 'and', 'green', 'give', 'a', 'sense', 'of', 'calm', 'while', 'the', 'added', 'yellow', 'give', 'the', 'safety', 'of', 'daylight', '.']"
Realism/gustave-courbet/the-stream.jpg,safety,"['Content', 'to', 'see', 'this', 'beautiful', 'pastoral', 'setting', 'deep', 'in', 'the', 'wood', ',', 'where', 'there', 'is', 'safety', 'from', 'the', 'outside', 'world', '.', 'A', 'haven', 'of', 'sort', '!']"
Symbolism/nicholas-roerich/lahaul-kardang-1932.jpg,security,"['I', 'feel', 'like', 'I', ""'m"", 'on', 'guard', ',', 'watching', 'this', 'ancient', 'palace', 'structure', 'to', 'care', 'for', 'it', ""'s"", 'security', '.', 'It', ""'s"", 'a', 'very', 'peaceful', 'state', '.']"
Expressionism/georges-braque/bird-and-it-s-nest.jpg,safety,"['I', 'fear', 'for', 'the', 'safety', 'of', 'the', 'egg', 'that', 'are', 'being', 'watched', 'over', '.']"
Baroque/jacques-stella/sainte-anne-leading-the-virgin-in-the-temple-1640.jpg,security,"['These', 'seem', 'to', 'be', 'religious', 'figure', 'which', 'give', 'one', 'a', 'feeling', 'of', 'security', 'and', 'peace']"
Romanticism/gustave-dore/the-inferno-canto-5-1.jpg,safety,"['The', 'angel', 'scooping', 'the', 'woman', 'up', 'to', 'hopefully', 'safety', '.']"
Realism/gustave-courbet/the-return-of-the-deer-to-the-stream-at-plaisir-fontaine-1866.jpg,safety,"['The', 'shadow', 'of', 'the', 'tree', 'bring', 'calm', 'safety', '.', 'The', 'deer', 'seem', 'peaceful', 'and', 'relaxing', '.']"
Symbolism/mikhail-vrubel/the-demon-1891.jpg,safety,"['A', 'brave', 'horse', 'is', 'carrying', 'an', 'injured', 'man', 'to', 'safety']"
Post_Impressionism/maurice-prendergast/picnic-by-the-inlet.jpg,security,"['a', 'group', 'of', 'friend', 'lounging', 'together', 'on', 'a', 'warm', 'summer', ""'s"", 'day', 'reminds', 'me', 'of', 'security', 'and', 'belonging']"
Post_Impressionism/henri-matisse/parade-platanes-1917.jpg,safety,"['An', 'old', 'bridge', 'that', 'ha', 'stood', 'forever', 'carrying', 'people', 'to', 'safety', '.']"
Naive_Art_Primitivism/niko-pirosmani/party-by-the-river-zkheniszkali.jpg,safety,"['The', 'imagery', 'is', 'dark', ',', 'and', 'the', 'shadow', 'make', 'me', 'fear', 'for', 'the', 'safety', 'of', 'this', 'village', '.', 'It', 'feel', 'like', 'a', 'war', 'or', 'a', 'great', 'storm', 'is', 'about', 'to', 'happen', '.', 'This', 'is', 'despite', 'the', 'villager', 'and', 'animal', 'looking', 'very', 'peaceful', '.', 'That', 'add', 'to', 'my', 'worry', 'and', 'feeling', 'of', 'dread', ',', 'because', 'I', 'feel', 'like', 'they', 'are', 'about', 'to', 'be', 'taken', 'by', 'surprise', 'by', 'a', 'violent', 'or', 'unexpected', 'event', '.']"
Expressionism/filipp-malyavin/three-women-1902.jpg,safety,"['All', 'the', 'woman', ""'s"", 'face', 'are', 'at', 'the', 'top', 'of', 'the', 'painting', 'which', 'make', 'me', 'feel', 'like', 'I', 'am', 'very', 'short', ',', 'looking', 'up', 'to', 'them', '.', 'The', 'woman', 'on', 'the', 'right', 'is', 'frowning', 'and', 'depicted', 'in', 'red', 'so', 'she', 'feel', 'menacing', '.', 'The', 'woman', 'in', 'the', 'middle', 'is', 'smiling', ',', 'but', 'her', 'form', 'is', 'much', 'more', 'ambiguous', 'which', 'make', 'me', 'not', 'trust', 'her', '.', 'The', 'woman', 'on', 'the', 'left', 'is', 'set', 'furthest', 'back', 'in', 'the', 'painting', 'and', 'is', 'partially', 'obscured', ',', 'but', 'her', 'facial', 'expression', 'look', 'worried', '.', 'I', 'fear', 'for', 'my', 'safety', '.']"
Post_Impressionism/henri-de-toulouse-lautrec/at-the-bar-picton-rue-scribe-1896.jpg,safety,"['It', 'look', 'like', 'those', '2', 'men', 'are', 'angry', 'with', 'that', 'woman', '.', 'I', 'feel', 'fear', 'for', 'her', 'safety', '.']"
Impressionism/camille-pissarro/eragny-landscape-1890.jpg,security,"['Coziness', 'and', 'the', 'security', 'of', 'home', 'are', 'in', 'the', 'small', 'grey', 'roof', 'showing', 'amidst', 'the', 'smokey', 'blue', 'and', 'russet', 'of', 'autumn', 'wood', '.', 'Mist', 'on', 'the', 'field', 'and', 'color', 'of', 'cold', 'weather', 'on', 'the', 'tree', 'make', 'the', 'little', 'house', 'a', 'haven', 'of', 'comfort', '.']"
Post_Impressionism/gustave-loiseau/the-red-painted-house.jpg,safety,"['I', 'feel', 'a', 'sense', 'of', 'safety', ',', 'like', 'I', 'made', 'it', 'home', 'ok']"
Art_Nouveau_Modern/henri-de-toulouse-lautrec/a-day-out-1893.jpg,safety,"['The', 'juxtaposition', 'of', 'the', 'light', 'and', 'dark', 'figure', 'make', 'me', 'worry', 'for', 'the', 'safety', 'of', 'the', 'lighter', 'figure', '.']"
Romanticism/caspar-david-friedrich/mountain-peak-with-drifting-clouds.jpg,safety,"['It', 'feel', 'so', 'barren', 'and', 'then', 'you', 'have', 'the', 'lone', 'angry', 'mountain', 'with', 'a', 'sizable', 'storm', 'brewing', '.', 'Get', 'to', 'safety', '!']"
Minimalism/jean-degottex/pli-x-pli-iii.jpg,security,"['The', 'vertex', 'of', 'the', 'line', ',', 'accompanied', 'by', 'the', 'central', 'seam', ',', 'creates', 'a', 'sense', 'of', 'coherence', ',', 'of', 'uniformity', 'and', 'security', '.']"
Art_Nouveau_Modern/aubrey-beardsley/the-black-cat.jpg,safety,"['Those', 'claw', 'on', 'her', 'head', 'have', 'me', 'afraid', 'for', 'her', 'safety', '.']"
Expressionism/anita-malfatti/o-farol-1915.jpg,safety,"['The', 'lighthouse', 'with', 'it', 'cluster', 'of', 'support', 'building', 'atop', 'a', 'seaside', 'hill', 'make', 'one', 'feel', 'secure', 'knowing', 'that', 'someone', 'is', 'watching', 'for', 'the', 'safety', 'of', 'mariner', '.']"
Expressionism/arthur-dove/morning-sun-1935.jpg,security,"['The', 'beautiful', 'landscape', 'brings', 'me', 'a', 'sense', 'of', 'peace', 'and', 'serenity', 'and', 'the', 'sun', 'shining', 'in', 'the', 'sky', 'like', 'an', 'eye', 'brings', 'a', 'sense', 'of', 'security', 'and', 'happines']"
Realism/columbano-bordalo-pinheiro/assass-nio-de-dona-in-s-de-castro.jpg,safety,"['Very', 'dramatic', 'sene', '.', 'Looks', 'like', 'the', 'woman', 'and', 'child', 'are', 'in', 'peril', '.', 'I', 'fear', 'for', 'their', 'safety']"
Expressionism/martiros-saryan/mottled-landscape-1924.jpg,security,"['the', 'mountain', 'is', 'acting', 'like', 'a', 'security', 'perimeter', 'around', 'the', 'village']"
Impressionism/camille-pissarro/louveciennes-1871.jpg,security,"['The', 'country', 'scene', 'with', 'the', 'woman', 'and', 'small', 'child', 'is', 'peaceful', 'and', 'serene', '.', 'Walking', 'along', 'the', 'path', 'and', 'enjoying', 'the', 'bright', 'autumn', 'leaf', ',', 'the', 'security', 'of', 'the', 'village', 'enfolds', 'them', '.', 'The', 'clear', 'pale', 'sky', 'and', 'drift', 'of', 'russet', 'leaf', 'convey', 'the', 'cool', 'beauty', 'of', 'autumn', 'and', 'the', 'the', 'quiet', 'contentment', 'of', 'the', 'walker', '.']"
Romanticism/francisco-goya/swallow-it-dog-1799.jpg,safety,"['the', 'man', 'at', 'the', 'center', 'of', 'attention', 'look', 'terrified', 'and', 'I', 'fear', 'for', 'his', 'safety']"
Rococo/pietro-longhi/fresco-in-san-pantalon-in-venice-scene-holy-martyr-fragment-1745.jpg,security,"['The', 'angelic', 'figure', 'in', 'the', 'center', 'give', 'a', 'sense', 'of', 'security', 'while', 'the', 'head', 'in', 'the', 'corner', 'look', 'out', 'of', 'place', '.']"
Art_Nouveau_Modern/nicholas-roerich/sketch-of-costumes-for-tale-of-tsar-saltan-1919.jpg,safety,"['I', 'would', 'fear', 'for', 'the', 'safety', 'of', 'this', 'person', 'wandering', 'into', 'the', 'cold', 'wood', 'alone', '.']"
Realism/horia-bernea/the-column-1992.jpg,safety,"['The', 'white', 'pillar', 'seems', 'to', 'symbolize', 'the', 'lone', 'hero', 'holding', 'up', 'the', 'country', ""'s"", 'safety', '.']"
Symbolism/nicholas-roerich/predicted-cloud.jpg,security,"['Well', 'painted', 'structure', 'which', 'offer', 'up', 'a', 'feeling', 'of', 'warmth', 'and', 'security', '.']"
Symbolism/nicholas-roerich/procopius-the-righteous-is-praying-of-unknown-navigating-1914-1.jpg,security,"['Content', 'to', 'see', 'this', 'man', 'upon', 'a', 'hill', ',', 'watching', 'the', 'ship', ',', 'a', 'a', 'sort', 'of', 'sentry', 'or', 'security', 'presence', '.', 'The', 'blue', 'and', 'green', 'are', 'lush', 'in', 'color', 'a', 'well', '.']"
Art_Nouveau_Modern/nicholas-roerich/sacred-grove-1921.jpg,safety,"['The', 'neatly', 'plotted', 'campsite', 'and', 'soft', 'light', 'ensure', 'comfort', 'and', 'safety', '.']"
Realism/ilya-repin/madonna-with-child-1896.jpg,security,"['The', 'mother', 'is', 'providing', 'security', 'to', 'the', 'child', '.']"
Romanticism/john-constable/dedham-church-and-vale-1800.jpg,safety,"['This', 'evokes', 'many', 'emotion', '.', 'The', 'grey', 'and', 'yellow', ',', 'the', 'stormy', 'sky', ',', 'anxiety', '.', 'The', 'peaceful', 'animal', 'in', 'a', 'spot', 'of', 'brightness', ',', 'safety', '.', 'The', 'land', 'and', 'sky', 'stretching', 'on', 'into', 'the', 'distance', ',', 'awe', '.', 'I', 'do', ""n't"", 'know', 'what', 'to', 'feel', ',', 'because', 'there', 'is', 'not', 'a', 'name', 'for', 'this', 'mix', '.', 'Every', 'aspect', 'give', 'a', 'different', 'feeling', '.']"
Baroque/rembrandt/the-bathers-1651.jpg,safety,"['The', 'man', 'on', 'the', 'bank', 'look', 'afraid', 'to', 'go', 'near', 'the', 'man', 'in', 'the', 'water', ',', 'the', 'man', 'standing', 'look', 'concerned', 'for', 'the', 'safety', 'of', 'his', 'genetalia', 'and', 'what', 'is', 'that', 'guy', 'on', 'the', 'end', 'poking', 'at', 'look', 'like', 'the', 'start', 'of', 'a', 'bad', 'borror', 'movie', '.']"
Expressionism/lucian-freud/two-men-1988.jpg,security,"['I', 'love', 'how', 'this', 'security', 'guard', 'is', 'just', 'casually', 'sleeping', 'next', 'to', 'a', 'naked', 'guy', ""'s"", 'butt', 'and', 'he', 'doe', ""n't"", 'even', 'know', '.', 'Really', 'awkward', 'yet', 'funny', 'at', 'the', 'same', 'time', '.']"
Impressionism/claude-monet/the-isle-grande-jatte.jpg,security,"['The', 'building', 'and', 'home', 'in', 'the', 'background', 'are', 'a', 'happy', 'yellow', 'color', 'and', 'the', 'branch', 'provide', 'a', 'sense', 'of', 'security', '.']"
Expressionism/lucian-freud/reflection-with-two-children-self-portrait-1965.jpg,security,"['The', 'subject', 'look', 'self-assured', '.', 'The', 'grey', 'suit', 'is', 'mundane', 'but', 'communicates', 'security', '.']"
Romanticism/jan-matejko/diet-in-gasawa.jpg,safety,"['The', 'female', 'in', 'the', 'center', 'may', 'have', 'her', 'baby', 'taken', 'away', 'so', 'it', 'make', 'me', 'fearful', '.', 'The', 'guy', 'on', 'the', 'right', 'is', 'looking', 'angrily', 'at', 'her', 'so', 'I', 'fear', 'for', 'her', 'safety', '.']"
